城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址
湖北,咸宁万豪温泉谷,4A,0,99,50,湖北·咸宁·咸安区,"114.327315,29.824787",距离武汉1小时，长沙2小时,FALSE,湖北省咸宁市咸安区温泉月亮湾路特1号
湖北,三峡森林动物园,4A,0,44,50,湖北·宜昌·夷陵区,"111.466277,30.653384",带上熊孩子享受回归大自然的快乐,FALSE,湖北省宜昌市夷陵区土门金银岗
湖北,红巷码头,,0,106.9,48,湖北·武汉·武昌区,"114.304118,30.560004",赏江汉自然风光，细品千年荆楚文化,FALSE,湖北省武汉市武昌区临江大道红巷码头(武昌区房地产交易中心对面)
湖北,大九湖,,3.6,70,48,湖北·神农架·神农架国际生态旅游区,"110.015544,31.478558",自然风光旖旎，被誉为“湖北的呼伦贝尔”,FALSE,湖北省神农架市神农顶
湖北,倒影峡,,0,0.48,42,湖北·宜昌·清江画廊,"111.146757,30.470381",峡内水静谷幽，山峰陡峭，处处皆画,FALSE,湖北省宜昌市长阳县晒鼓坪村清江画廊景区内
湖北,武汉市博物馆,4A,3.5,1.4,40,湖北·武汉·江汉区,"114.263081,30.617735",集东方文化的典雅与现代化功能于一体,FALSE,湖北省武汉市江汉区青年路373号
湖南,天子山,,4.7,68,292,湖南·张家界·张家界国家森林公园,"110.4827368,29.3823697247",石峰嶙峋，云雾缭绕，武陵源四风景之一,FALSE,湖南省张家界市武陵源风景名胜区西北部
湖南,武陵源风景名胜区,,5,12,292,湖南·张家界·武陵源区,"110.487843,29.3416",世界自然遗产，张家界核心景区,FALSE,湖南省张家界市武陵源区
湖南,张家界大峡谷玻璃桥,,0,219,286,湖南·张家界·张家界大峡谷,"110.707728,29.401278",大峡谷两侧的峰顶上，横跨大峡谷,FALSE,湖南省张家界市慈利县三官寺乡张家界大峡谷景区内
湖南,黄龙洞,4A,4.2,99,280,湖南·张家界·武陵源区,"110.62123,29.368648",石柱、石幔、石花、石瀑，无奇不有异彩纷呈,FALSE,湖南省张家界市武陵源区索溪峪镇河口村
湖南,凤凰古城,4A,5,38,276,湖南·湘西·凤凰县,"109.607088,27.953295",邂逅数个人，偶遇一座城,FALSE,湖南省湘西土家族苗族自治州凤凰县凤凰古城
湖南,宝峰湖,4A,4,99,262,湖南·张家界·武陵源区,"110.555757,29.334412",高峡平湖，风光旖旎，是山水风景杰作,FALSE,湖南省张家界市武陵源区索溪镇宝峰路8号
湖南,衡山风景区,5A,5,80,258,湖南·衡阳·南岳区,"112.726461,27.257664",华山如立，嵩山如卧，惟有南岳衡山独如飞,FALSE,湖南省衡阳市南岳区
湖南,芙蓉镇,,3.5,68,256,湖南·湘西·永顺县,"109.95547,28.751383",醉人王村，夜色芙蓉初上浓妆,FALSE,湘西土家族苗族自治州永顺县
湖南,长沙世界之窗,4A,3.6,99.9,240,湖南·长沙·开福区,"113.058971,28.24039",将刺激的游乐项目和各国的历史遗迹融为一体,FALSE,湖南省长沙市开福区三一大道485号(靠近湖南广电)
湖南,韶山滴水洞,5A,4.4,38,234,湖南·湘潭·韶山市,"112.478221,27.925611",三湘灵秀地，洞中别有天,FALSE,湖南省湘潭韶山市冲故园路16号
湖南,袁家界风景区,,3.7,2.7,200,湖南·张家界·张家界国家森林公园,"110.54340512,29.2394061761",依岩峰山峦，面临幽谷群峰，景色幽致,FALSE,湖南省张家界市武陵源区张家界国家森林公园内
湖南,新华联铜官窑古镇,,0,160,198,湖南·长沙,"112.835568,28.425474",世界釉下彩瓷的发源地,FALSE,长沙市望城区铜官街道彩陶源村
湖南,溪布街,,0,88,190,湖南·张家界·武陵源区,"110.565436,29.350306",充满遐想的民族殿堂,FALSE,湖南省张家界武陵源区武陵大道区政府对面
湖南,天子山索道,,0,62,190,湖南·张家界·天子山,"110.517175,29.381874",天子山索道是单线循环式脱挂抱索器客运索道,FALSE,张家界市武陵源景区天子山
湖南,矮寨大桥,,0,105,178,湖南·湘西·德夯大峡谷,"109.610314,28.333835",国家4A级景区，世界十大非去不可新地标,FALSE,湖南省湘西土家族苗族自治州吉首市矮寨镇德夯大峡谷
湖南,南岳大庙,,3.7,3,170,湖南·衡阳·衡山风景区,"112.740854,27.250976",四群院落和九个建筑体组成，继承了唐宋以来的艺术精华,FALSE,湖南省衡阳市南岳区北支街2号
湖南,通天大道,,0,10,156,湖南·张家界·天门山国家森林公园,"110.479074,29.071452",其态势接地通天，是人们心中通天的门户,FALSE,湖南省张家界市永定区天门山索道站
湖南,十里画廊,,4.9,38,142,湖南·张家界·张家界国家森林公园,"110.492359,29.371995",张家界索溪峪景区内一处非去不可的景点,FALSE,湖南省张家界市武陵源区
湖南,株洲方特欢乐世界,,0,299,140,湖南·株洲·云龙示范区,"113.204856,27.992948",您和孩子一起疯，一起涨姿势的地方,FALSE,湖南省株洲市云龙示范区华强路1号
湖南,炭河千古情,,0,160,132,湖南·长沙·炭河古城,"112.4300143405,28.188596302231",宁乡文化的灵魂,FALSE,湖南省长沙市宁乡县黄材镇黄材大道
湖南,长沙方特东方神画,,0,320,130,湖南·长沙·宁乡县,"112.608212,28.208258",一个充满传奇故事的大型高科技主题乐园,FALSE,长沙市宁乡县夏铎铺镇岳宁大道1号
湖南,酉水画廊,,0,98,128,湖南·湘西·古丈县,"109.843269,28.764636",独特的土家文化,FALSE,湘西土家族苗族自治州古丈县花兰村红石林附近
湖南,毛泽东广场,,3.6,45,112,湖南·湘潭·韶山市,"112.49857424029,27.910913378179",象征着毛泽东是新中国的缔造者,FALSE,湖南-湘潭-韶山市
湖南,乾坤柱,,0,68,104,湖南·张家界·张家界国家森林公园,"110.449053,29.349195",顶天立地之势,FALSE,湖南省张家界市武陵源区张家界国家森林公园
湖南,岳麓山,5A,4.6,0.6,100,湖南·长沙·岳麓区,"112.943373,28.194667",赏枫胜地，不在别处！就在这儿,FALSE,湖南省长沙市岳麓区登高路58号
湖南,华谊兄弟（长沙）电影小镇,,0,87,100,湖南·长沙·岳麓区,"112.922336,28.083325",将自己置身于电影,FALSE,湖南省长沙市岳麓区坪塘街道星光路6号
湖南,岳麓书院,,0,2.2,96,湖南·长沙·岳麓区,"112.94755,28.186708",“千年学府”，4A级风景区,FALSE,湖南省长沙市岳麓区岳麓山风景区旁
湖南,湘江欢乐城,,0,170,94,湖南·长沙·岳麓区,"112.923151,28.094734","湘江欢乐城：大王山旅游度假区的欢乐明珠
湘江欢乐城坐落于长株潭地区的几何中心的大王山旅游度假区，是湘江新区核心功能区之一",FALSE,湖南省长沙市岳麓区坪塘大道与清风南路交汇处
湖南,琴岛演艺中心,,0,140,90,湖南·长沙·芙蓉区,"112.984595,28.205736",湖湘名片，琴岛模式引领中国演艺文化潮流,FALSE,湖南省长沙市芙蓉区中山路249号（原红色剧院）
湖南,墨戎苗寨,,0,25,86,湖南·湘西·古丈县,"110.008155,28.60332",文化底蕴丰厚，民风淳朴，艺术绚丽多彩,FALSE,湖南省湘西古丈县墨戎苗寨
湖南,株洲方特梦幻王国,,0,299,80,湖南·株洲,"113.204856,27.992948",创造充满幻想和创意的神奇天地,FALSE,湖南省株洲市云龙示范区华强路1号
湖南,天下第一桥,,0,68,80,湖南·张家界·张家界国家森林公园,"110.444824,29.350843",大自然的鬼斧神工,FALSE,湖南省张家界市武陵源区国家森林公园袁家界内
湖南,谢子龙影像艺术中心,,0,160,66,湖南·长沙·岳麓区,"112.953476,28.124386","时令公告
【ONE PIECE 路飞来了】
“航海王”官方大展首次进入中国大陆，中国特展第五站（长沙站）即将开启！
展览",FALSE,长沙市岳麓区潇湘南路一段387号
湖南,杜甫江阁,,0,9.9,66,湖南·长沙·天心区,"112.975371,28.190587",江阁登临，可近观橘洲风景，远眺麓山烟云,FALSE,湖南省长沙市湘江中路二段108号
湖南,鬼谷栈道,,0,10,64,湖南·张家界·天门山国家森林公园,"110.487262,29.048478",置身其上体会与悬崖共起伏同屈伸之感,FALSE,湖南省张家界市永定区
湖南,猛洞河漂流,,0,180,64,湖南·湘西·猛洞河风景区,"109.974555,28.950458",张家界看山，猛洞河玩水,FALSE,湖南省湘西州永顺县芙蓉镇
湖南,毛泽东铜像,,4,45,62,湖南·湘潭·韶山市,"112.49929183336,27.91367277469",目光炯炯，面带微笑，正视前方，巍然挺立,FALSE,湖南省湘潭市韶山风景区毛泽东纪念馆内
湖南,黄石寨索道,,0,61.8,58,湖南·张家界·张家界国家森林公园,"110.443746,29.312007",空中观看武陵仙境,FALSE,湖南省张家界市武陵源区张家界国家森林公园内
湖南,魅力湘西,,3.7,228,58,湖南·张家界·武陵源区,"110.548783,29.350833",一台原汁原味的湘西文化大餐,FALSE,湖南省张家界市武陵源区桂花路20号
湖南,石燕湖,4A,3.7,149.5,56,湖南·长沙·长沙县,"113.096704,28.018305",湖南九寨人间瑶池,FALSE,湖南省长沙市长沙县跳马乡石门村石燕湖
湖南,热市云顶温泉旅游度假区,,0,172,54,湖南·常德·桃源县,"111.335712,29.322121",常德云顶热市温泉是斥资10亿占地1000亩集野奢酒店、温泉疗养、 云顶SPA、热带雨林馆、地轨缆车、森林火车研学基地、高,FALSE,湖南省常德桃源县热市镇
湖南,常德卡乐星球欢乐世界,,0,190,54,湖南·常德,"111.758982,29.081272",常德卡乐星球将新颖的娱乐项目与国内先进的VR、AR等高科技技术相结合，引入热门互联网文化，为游客打造新奇的互动式体验。卡,FALSE,常德市柳叶湖旅游度假区梦幻桃花岛
湖南,湘江欢乐城-欢乐雪域,,0,170,54,湖南·长沙·湘江欢乐城,"112.92321,28.093801",欢乐雪域由建筑大师Wolf D.Prix设计，悬浮于一个百米深坑之上，是国内建筑形态较有特点、建筑难度较大的室内冰雪乐园,FALSE,长沙市岳麓区潭州大道二段167号
湖南,炭河古城,,3.5,160,54,湖南·长沙·宁乡县,"112.4300143405,28.188596302231",第6批全国重点文物保护单位,FALSE,湖南省长沙市宁乡县炭河古城
湖南,枫林花海,,0,25.5,54,湖南·常德·桃源县,"111.510275,29.034221",各色花卉，四季花开，姹紫嫣红,FALSE,湖南省常德市桃源县枫树维回乡
湖南,湖南炎帝陵,4A,5,58.9,52,湖南·株洲·炎陵,"113.676866,26.422129",我们都是炎黄子孙，拜祖,FALSE,湖南省株洲市炎陵县鹿原镇鹿原陂
湖南,莽山五指峰景区,,0,300,52,湖南·郴州·宜章县,"112.983412,25.032298",莽山位于南岭山脉北麓、湘粤两省交界处，是地球同纬度保存较完好的原始森林、中国南方动植物基因库、南岭山脉花岗岩地质山体，既,FALSE,湖南省郴州市宜章县溶家洞
湖南,皇都侗文化村,3A,0,45,48,湖南·怀化·通道县,"109.731226,26.110843",古色古香、丰富多彩的侗民俗文化,FALSE,湖南省怀化市通道县黄土乡
湖南,红石林,4A,3.5,3,48,湖南·湘西·古丈县,"109.845427,28.760116",充满野趣和粗犷阳刚之美,FALSE,湖南省湘西州古丈县红石林镇红石林景区
湖南,湘江游轮橘洲之星,,0,100,48,湖南·长沙,"112.969335,28.200786",一览湘江美景,FALSE,湖南省长沙市橘子洲地铁站2号出口游船售票处
湖南,土家风情园,4A,3.9,90,44,湖南·张家界·永定区,"110.470633,29.131172",人文景观与自然景观相融合,FALSE,湖南省张家界市永定区境内
湖南,苏仙岭,4A,4.1,42,40,湖南·郴州·苏仙区,"113.056818,25.818413",集神话传说、秀丽风光和名胜古迹于一体,FALSE,湖南省郴州市苏仙区北路2号
湖南,沱江泛舟,,4.5,78,40,湖南·湘西·凤凰古城,"109.609362,27.955401",依着城墙缓缓流淌，顺水而下，别有韵味,FALSE,湖南省湘西市凤凰县沱江镇
湖南,毛泽东同志故居,4A,3.9,1.7,40,湖南·湘潭·韶山市,"112.49848,27.910957","绿树青葱红砖古朴，,吸收领袖灵气",FALSE,湖南省湘潭韶山市
湖南,长沙摩天轮,,0,66,36,湖南·长沙·天心区,"112.992014,28.184327",在这里观赏到整个长沙市的风景,FALSE,湖南省长沙市天心区芙蓉中路近贺龙体育广场
湖南,五雷山风景区,,3.5,58.8,36,湖南·张家界·慈利县,"111.255681,29.438227",兼有旅游、观光、度假、游艺、民俗风情的风景名胜区,FALSE,湖南省张家界慈利县南
湖南,玻璃桥景区石牛寨,4A,0,186.8,34,湖南·岳阳·平江县,"113.999367,28.915724",由怪石、奇峰、石洞组成的丹霞石的世界,FALSE,湖南省岳阳市平江县大坪乡
湖南,大熊山国家森林公园,,0,47.8,34,湖南·娄底·新化县,"111.30913,28.154758",座座山峰上，云雾绕绕景象万千,FALSE,湖南省娄底市新化县北端
湖南,张家界千古情,,0,279,34,湖南·张家界·武陵源区,"110.577842,29.351997",序：《沧海桑田》:张家界武陵源位于北纬30°。3亿8000万年前，这里发生了剧烈的造山运动，板块抬升、流水侵蚀，使得一根,FALSE,湖南省张家界武陵源区张家界千古情景区
澳门,新濠影汇摩天轮,,0,49,126,澳门·澳门·新濠影汇,"113.573751,22.143942",摩天轮期待与您高空相约,FALSE,澳门路氹地比邻横琴的莲花大桥口岸
澳门,澳门环岛游,,4,173,116,广东·珠海·金湾区,"113.540119,22.196822",“浪漫之城”珠海的美丽景色一览无余,FALSE,广东省珠海市湾仔南湾南路3002号
澳门,澳门科学馆,,0,13.8,46,澳门·澳门·澳门半岛,"113.56845,22.188856",教育与旅游元素结合的科学馆,FALSE,澳門孫逸仙大馬路澳門科學館
澳门,澳门旅游观光塔,,3.6,93,44,澳门·澳门·澳门半岛,"113.548373,22.183003",登高望远，全澳景色尽收眼底,FALSE,澳门特别行政区澳门半岛南湾新填海区D区域1号地段
澳门,澳门观光塔360°旋转餐厅,,0,138,44,澳门·澳门·澳门旅游观光塔,"113.5351036,22.1798678",澳门之旅不可错过的观光自助美食,FALSE,澳门特别行政区澳门半岛南湾新填海区D区域1号地段澳门塔内
澳门,贡多拉号,,0,90,20,澳门·澳门·澳门威尼斯人度假村,"113.573676,22.151191",感受“水上法拉利”的独特魅力,FALSE,澳门氹金光大道望德圣母湾大马路
澳门,澳门巴黎铁塔,,0,55,18,澳门·澳门,"113.573908,22.146331",在澳门体验巴黎的浪漫风情,FALSE,澳门路氹金光大道连贯公路澳门巴黎人
澳门,澳门威尼斯人度假村,,4.7,139,16,澳门·澳门·凼仔岛,"113.571859,22.150543",边购物，边坐贡多拉徜徉水城“威尼斯”,FALSE,澳门特别行政区凼仔岛氹仔金光大道望德圣母湾大马路
澳门,澳门塔蹦极（笨猪跳）,,0,1623,10,澳门·澳门·澳门旅游观光塔,"113.551648,22.183958",澳门塔全球十大观光塔之一,FALSE,澳门南湾新填海区D区域1号地段澳门旅游观光塔冒险活动层第61层
澳门,新濠影汇,,0,49,10,澳门·澳门·澳门半岛,"113.571974,22.143333",澳门新地标,FALSE,澳门路氹地比邻横琴的莲花大桥口岸
澳门,澳门新濠影汇水上乐园,,0,295,6,澳门·澳门·新濠影汇,"113.56881,22.144216",集强烈刺激和挑战乐趣于一身的水上乐园，无论是大朋友还是小朋友在这里都能玩的超级尽兴,FALSE,澳门特别行政区路凼城路凼城路凼连贯公路金沙城中心南
澳门,澳门新濠影汇星汇餐厅,,0,128,6,澳门·澳门·新濠影汇,"113.5600957,22.1413093",环球海鲜、国际名菜、地道佳餚、精緻甜品,FALSE,澳门新濠影滙酒店明星滙二楼2113号
澳门,百味馆（百老汇店）,,0,22,4,澳门·澳门,"113.549693,22.146741",澳门百老汇,FALSE,澳门百老汇澳门路氹莲花海滨大马路 百老汇美食街H-G004-G005
澳门,澳门teamLab超自然空间,,0,221,4,澳门·澳门,"113.570539,22.150352",teamLab超自然空间，是由艺术团队teamLab打造的，高至8m的超巨型作品群所构成，面积达5000平方米的复杂且具,FALSE,澳门路氹金光大道威尼斯人金光会展展览馆F馆
澳门,澳门英皇娱乐酒店御厨餐厅,,0,160,4,澳门·澳门·澳门半岛,"113.5188635,22.1746607",体验豪华国际饕餮盛宴,FALSE,澳门南湾商业大马路288号英皇娱乐酒店9楼
澳门,澳门十六浦索菲特大酒店餐饮,,0,121,2,澳门·澳门·澳门半岛,"113.548114,22.200251",将一天的烦恼与压力抛之脑后,FALSE,澳门内港巴素打尔古街
